Data da Venda,Ordem de Compra,SKU,ID Cliente,Qtd Vendida,ID Loja
2021-01-15,SO48910,HL1023,16587,1,173
2021-01-16,SO48920,HL1013,12275,1,128
2021-01-16,SO48924,HL1007,26040,1,171
2021-01-16,SO48926,HL1015,23117,1,24
2021-01-16,SO48925,HL1005,15480,1,151
2021-01-16,SO48922,HL1021,15095,1,101
2021-01-16,SO48923,HL1008,14298,1,112
2021-01-16,SO48929,HL1008,13526,1,167
2021-01-16,SO48930,HL1013,15086,1,171
2021-01-16,SO48921,HL1018,12560,1,146
2021-01-16,SO48928,HL1020,15502,1,24
2021-01-16,SO48927,HL1023,26703,1,30
2021-01-17,SO48933,HL1008,26694,1,199
2021-01-17,SO48934,HL1015,26710,1,308
2021-01-17,SO48931,HL1009,19382,1,269
2021-01-17,SO48936,HL1024,13644,1,307
2021-01-17,SO48932,HL1001,14297,1,234
2021-01-17,SO48937,HL1005,13529,1,309
2021-01-17,SO48935,HL1003,15518,1,309
2021-01-18,SO48943,HL1018,13973,1,306
2021-01-18,SO48938,HL1023,17720,1,200
2021-01-18,SO48942,HL1017,26728,1,307
2021-01-18,SO48944,HL1019,25010,1,307
2021-01-18,SO48940,HL1012,20835,1,310
2021-01-18,SO48939,HL1019,15462,1,260
2021-01-18,SO48941,HL1024,26013,1,199
2021-01-19,SO48949,HL1008,26591,1,242
2021-01-19,SO48946,HL1015,26725,1,210
2021-01-19,SO48947,HL1008,13957,1,231
2021-01-19,SO48945,HL1001,17644,1,306
2021-01-19,SO48948,HL1024,13974,1,308
2021-01-20,SO48951,HL1014,29388,1,160
2021-01-20,SO48955,HL1009,13645,1,199
2021-01-20,SO48952,HL1002,15093,1,242
2021-01-20,SO48950,HL1008,12486,1,244
2021-01-20,SO48956,HL1009,13968,1,308
2021-01-20,SO48953,HL1016,23413,1,308
2021-01-20,SO48954,HL1017,26724,1,306
2021-01-21,SO48961,HL1019,13619,1,306
2021-01-21,SO48960,HL1005,26726,1,306
2021-01-21,SO48959,HL1018,23417,1,309
2021-01-21,SO48962,HL1005,13649,1,221
2021-01-21,SO48957,HL1005,20836,1,224
2021-01-21,SO48958,HL1007,23310,1,309
2021-01-21,SO48963,HL1001,25011,1,221
2021-01-22,SO48973,HL1018,26656,1,231
2021-01-22,SO48968,HL1009,13742,1,218
2021-01-22,SO48966,HL1015,17639,1,218
2021-01-22,SO48967,HL1015,14292,1,200
2021-01-22,SO48970,HL1015,26529,1,200
2021-01-22,SO48971,HL1008,13625,1,200
2021-01-22,SO48972,HL1008,13629,1,200
2021-01-22,SO48969,HL1018,23320,1,199
2021-01-22,SO48965,HL1007,19030,1,199
2021-01-22,SO48964,HL1006,16824,1,199
2021-01-23,SO48984,HL1002,13632,1,306
2021-01-23,SO48975,HL1001,17739,1,306
2021-01-23,SO48986,HL1007,26651,1,306
2021-01-23,SO48974,HL1016,17717,1,307
2021-01-23,SO48978,HL1008,14290,1,308
2021-01-23,SO48983,HL1003,15500,1,310
2021-01-23,SO48987,HL1021,26655,1,310
2021-01-23,SO48976,HL1009,12404,1,310
2021-01-23,SO48982,HL1002,15484,1,310
2021-01-23,SO48979,HL1015,13855,1,310
2021-01-23,SO48985,HL1018,13646,1,310
2021-01-23,SO48981,HL1021,23348,1,267
2021-01-23,SO48977,HL1018,20842,1,268
2021-01-23,SO48980,HL1006,23322,1,260
2021-01-24,SO48992,HL1001,13862,1,267
2021-01-24,SO48993,HL1001,23410,1,267
2021-01-24,SO48988,HL1012,16565,1,268
2021-01-24,SO48990,HL1013,12559,1,17
2021-01-24,SO48994,HL1013,15506,1,9
2021-01-24,SO48991,HL1001,12291,1,165
2021-01-24,SO48989,HL1001,29364,1,114
2021-01-25,SO48998,HL1015,26661,1,83
2021-01-25,SO48995,HL1018,28885,1,151
2021-01-25,SO48997,HL1015,13854,1,171
2021-01-25,SO48996,HL1001,14334,1,173
2021-01-26,SO49002,HL1009,23323,1,17
2021-01-26,SO49005,HL1006,26723,1,160
2021-01-26,SO49000,HL1023,12460,1,70
2021-01-26,SO49006,HL1013,13633,1,9
2021-01-26,SO49008,HL1005,26660,1,75
2021-01-26,SO49004,HL1017,23420,1,289
2021-01-26,SO49001,HL1015,29380,1,25
2021-01-26,SO48999,HL1007,15463,1,162
2021-01-26,SO49003,HL1009,23325,1,70
2021-01-27,SO49011,HL1013,26698,1,25
2021-01-27,SO49009,HL1007,20890,1,16
2021-01-27,SO49010,HL1007,23416,1,10
2021-01-28,SO49013,HL1001,13745,1,134
2021-01-28,SO49015,HL1010,13965,1,188
2021-01-28,SO49016,HL1002,13971,1,196
2021-01-28,SO49014,HL1005,23331,1,8
2021-01-28,SO49012,HL1015,16572,1,114
2021-01-29,SO49021,HL1019,13744,1,167
2021-01-29,SO49019,HL1020,17782,1,30
2021-01-29,SO49017,HL1011,17744,1,8
2021-01-29,SO49018,HL1007,17747,1,6
2021-01-29,SO49022,HL1013,23116,1,134
2021-01-29,SO49023,HL1001,26589,1,13
2021-01-29,SO49024,HL1015,26654,1,138
2021-01-29,SO49020,HL1013,19035,1,148
2021-01-30,SO49028,HL1012,13648,1,128
2021-01-30,SO49025,HL1020,19319,1,35
2021-01-30,SO49030,HL1021,23119,1,160
2021-01-30,SO49027,HL1005,15501,1,6
2021-01-30,SO49026,HL1002,16549,1,27
2021-01-30,SO49029,HL1021,25020,1,121
2021-01-31,SO49033,HL1004,13747,1,289
2021-01-31,SO49035,HL1008,23343,1,173
2021-01-31,SO49037,HL1020,20708,1,77
2021-01-31,SO49036,HL1015,26731,1,25
2021-01-31,SO49034,HL1008,23321,1,199
2021-01-31,SO49038,HL1001,21138,1,199
2021-01-31,SO49032,HL1001,15085,1,199
2021-01-31,SO49031,HL1023,29389,1,308
2021-02-01,SO49177,HL1015,27064,1,308
2021-02-01,SO49178,HL1024,14342,1,308
2021-02-01,SO49172,HL1007,13885,1,308
2021-02-01,SO49179,HL1013,14365,1,308
2021-02-01,SO49174,HL1021,14049,1,200
2021-02-01,SO49173,HL1013,14047,1,200
2021-02-01,SO49175,HL1023,23431,1,200
2021-02-01,SO49171,HL1004,13865,1,200
2021-02-01,SO49180,HL1008,26744,1,38
2021-02-01,SO49176,HL1002,27054,1,147
2021-02-02,SO49183,HL1021,16944,1,179
2021-02-02,SO49182,HL1009,16830,1,39
2021-02-02,SO49186,HL1008,23526,1,285
2021-02-02,SO49185,HL1001,14134,1,41
2021-02-02,SO49181,HL1001,17890,1,103
2021-02-02,SO49188,HL1001,26815,1,122
2021-02-02,SO49187,HL1019,23545,1,155
2021-02-02,SO49189,HL1013,15525,1,57
2021-02-02,SO49184,HL1023,14129,1,25
2021-02-02,SO49190,HL1021,25033,1,159
2021-02-03,SO49195,HL1005,20845,1,157
2021-02-03,SO49191,HL1008,19435,1,286
2021-02-03,SO49194,HL1008,20922,1,118
2021-02-03,SO49192,HL1005,19040,1,47
2021-02-03,SO49199,HL1021,26667,1,112
2021-02-03,SO49196,HL1012,12386,1,132
2021-02-03,SO49198,HL1015,26662,1,145
2021-02-03,SO49197,HL1023,29415,1,148
2021-02-03,SO49193,HL1024,29390,1,287
2021-02-04,SO49206,HL1009,23423,1,36
2021-02-04,SO49208,HL1023,23531,1,38
2021-02-04,SO49213,HL1005,25034,1,78
2021-02-04,SO49202,HL1020,17829,1,168
2021-02-04,SO49200,HL1018,17889,1,59
2021-02-04,SO49214,HL1021,23575,1,96
2021-02-04,SO49209,HL1007,23541,1,64
2021-02-04,SO49201,HL1001,17795,1,196
2021-02-04,SO49207,HL1021,23432,1,103
2021-02-04,SO49215,HL1008,15521,1,96
2021-02-04,SO49203,HL1002,19343,1,60
2021-02-04,SO49204,HL1019,14103,1,31
2021-02-04,SO49212,HL1014,14337,1,185
2021-02-04,SO49211,HL1009,27020,1,190
2021-02-04,SO49216,HL1001,26749,1,53
2021-02-04,SO49205,HL1009,14130,1,117
2021-02-04,SO49210,HL1024,21331,1,128
2021-02-05,SO49220,HL1001,14032,1,107
2021-02-05,SO49221,HL1005,23532,1,139
2021-02-05,SO49218,HL1018,26113,1,285
2021-02-05,SO49222,HL1015,27078,1,93
2021-02-05,SO49223,HL1015,27017,1,73
2021-02-05,SO49219,HL1015,12619,1,76
2021-02-05,SO49217,HL1021,15637,1,180
2021-02-05,SO49224,HL1001,27073,1,110
2021-02-06,SO49226,HL1010,17792,1,170
2021-02-06,SO49233,HL1024,15531,1,45
2021-02-06,SO49228,HL1002,29404,1,68
2021-02-06,SO49229,HL1003,12390,1,161
2021-02-06,SO49235,HL1013,15537,1,138
2021-02-06,SO49236,HL1021,25021,1,166
2021-02-06,SO49225,HL1002,17191,1,135
2021-02-06,SO49232,HL1023,15529,1,110
2021-02-06,SO49238,HL1001,23593,1,60
2021-02-06,SO49237,HL1012,25035,1,172
2021-02-06,SO49231,HL1023,27058,1,140
2021-02-06,SO49227,HL1015,13873,1,20
2021-02-06,SO49234,HL1009,15534,1,63
2021-02-06,SO49230,HL1015,21266,1,154
2021-02-07,SO49245,HL1013,25029,1,111
2021-02-07,SO49246,HL1001,23640,1,161
2021-02-07,SO49244,HL1015,21284,1,169
2021-02-07,SO49240,HL1015,14058,1,195
2021-02-07,SO49243,HL1001,27074,1,88
2021-02-07,SO49239,HL1014,14011,1,92
2021-02-07,SO49242,HL1004,23524,1,144
2021-02-07,SO49241,HL1009,14065,1,165
2021-02-08,SO49257,HL1008,26746,1,50
2021-02-08,SO49252,HL1005,12378,1,113
2021-02-08,SO49254,HL1022,14216,1,82
2021-02-08,SO49253,HL1009,14211,1,109
2021-02-08,SO49248,HL1007,17766,1,176
2021-02-08,SO49250,HL1021,19323,1,107
2021-02-08,SO49255,HL1001,15523,1,179
2021-02-08,SO49247,HL1021,17793,1,40
2021-02-08,SO49256,HL1015,13997,1,33
2021-02-08,SO49251,HL1019,13871,1,135
2021-02-08,SO49249,HL1009,17767,1,129
2021-02-09,SO49260,HL1001,12608,1,74
2021-02-09,SO49262,HL1010,19335,1,50
2021-02-09,SO49264,HL1024,14046,1,284
2021-02-09,SO49263,HL1003,20843,1,110
2021-02-09,SO49261,HL1007,12609,1,36
2021-02-09,SO49268,HL1001,27056,1,42
2021-02-09,SO49265,HL1009,14050,1,71
2021-02-09,SO49266,HL1013,14051,1,172
2021-02-09,SO49258,HL1009,17828,1,174
2021-02-09,SO49259,HL1016,29397,1,198
2021-02-10,SO49272,HL1020,14055,1,282
2021-02-10,SO49275,HL1001,23645,1,78
2021-02-10,SO49269,HL1009,13884,1,29
2021-02-10,SO49271,HL1009,12630,1,196
2021-02-10,SO49270,HL1005,29412,1,158
2021-02-11,SO49278,HL1018,14038,1,192
2021-02-11,SO49277,HL1001,12615,1,117
2021-02-11,SO49279,HL1015,14045,1,164
2021-02-11,SO49276,HL1009,17849,1,44
2021-02-12,SO49286,HL1020,27050,1,84
2021-02-12,SO49288,HL1005,13994,1,71
2021-02-12,SO49283,HL1024,14220,1,161
2021-02-12,SO49287,HL1009,14007,1,192
2021-02-12,SO49282,HL1007,14133,1,97
2021-02-12,SO49285,HL1007,27077,1,163
2021-02-12,SO49280,HL1009,17815,1,13
2021-02-12,SO49289,HL1021,26748,1,147
2021-02-12,SO49281,HL1006,19324,1,6
2021-02-12,SO49284,HL1005,23436,1,291
2021-02-13,SO49291,HL1001,19433,1,89
2021-02-13,SO49295,HL1023,12388,1,122
2021-02-13,SO49293,HL1001,12297,1,68
2021-02-13,SO49290,HL1007,16940,1,12
2021-02-13,SO49298,HL1005,14210,1,105
2021-02-13,SO49292,HL1015,19038,1,122
2021-02-13,SO49297,HL1015,14127,1,185
2021-02-13,SO49299,HL1015,23533,1,155
2021-02-13,SO49300,HL1021,14362,1,135
2021-02-13,SO49296,HL1012,14010,1,53
2021-02-14,SO49302,HL1002,15651,1,149
2021-02-14,SO49311,HL1001,26743,1,177
2021-02-14,SO49303,HL1023,17103,1,102
2021-02-14,SO49308,HL1001,14128,1,53
2021-02-14,SO49307,HL1023,14071,1,125
2021-02-14,SO49304,HL1021,19437,1,97
2021-02-14,SO49301,HL1008,15665,1,149
2021-02-14,SO49309,HL1009,14364,1,23
2021-02-14,SO49310,HL1008,15527,1,14
2021-02-14,SO49305,HL1013,13866,1,197
2021-02-15,SO49322,HL1017,26747,1,184
2021-02-15,SO49318,HL1001,27267,1,198
2021-02-15,SO49317,HL1023,14355,1,191
2021-02-15,SO49320,HL1009,23649,1,196
2021-02-15,SO49313,HL1002,14039,1,39
2021-02-15,SO49319,HL1001,25022,1,124
2021-02-15,SO49316,HL1007,23433,1,60
2021-02-15,SO49314,HL1009,14214,1,95
2021-02-15,SO49315,HL1003,14215,1,136
2021-02-15,SO49321,HL1008,27063,1,47
2021-02-15,SO49312,HL1001,17086,1,93
2021-02-16,SO49325,HL1013,14219,1,18
2021-02-16,SO49326,HL1006,21305,1,95
2021-02-16,SO49324,HL1006,12461,1,119
2021-02-16,SO49323,HL1008,12612,1,37
2021-02-17,SO49338,HL1008,23571,1,43
2021-02-17,SO49334,HL1019,14132,1,120
2021-02-17,SO49328,HL1002,17812,1,126
2021-02-17,SO49327,HL1024,17790,1,38
2021-02-17,SO49331,HL1015,12384,1,40
2021-02-17,SO49337,HL1013,27068,1,34
2021-02-17,SO49335,HL1011,23429,1,17
2021-02-17,SO49330,HL1024,12314,1,80
2021-02-17,SO49333,HL1001,14102,1,186
2021-02-17,SO49332,HL1007,14063,1,23
2021-02-17,SO49329,HL1002,17754,1,142
2021-02-17,SO49336,HL1020,23523,1,148
2021-02-18,SO49349,HL1011,27045,1,92
2021-02-18,SO49351,HL1021,26673,1,49
2021-02-18,SO49350,HL1005,15547,1,144
2021-02-18,SO49347,HL1013,23539,1,85
2021-02-18,SO49348,HL1002,23547,1,7
2021-02-18,SO49341,HL1002,17756,1,18
2021-02-18,SO49342,HL1017,12599,1,120
2021-02-18,SO49346,HL1007,14218,1,138
2021-02-18,SO49343,HL1005,14033,1,31
2021-02-18,SO49345,HL1019,14070,1,124
2021-02-18,SO49339,HL1020,17183,1,166
2021-02-18,SO49340,HL1014,15624,1,153
2021-02-18,SO49344,HL1009,14048,1,46
2021-02-19,SO49354,HL1012,13883,1,59
2021-02-19,SO49353,HL1009,20931,1,141
2021-02-19,SO49356,HL1009,23540,1,68
2021-02-19,SO49358,HL1005,27076,1,181
2021-02-19,SO49360,HL1018,27069,1,26
2021-02-19,SO49357,HL1008,23542,1,48
2021-02-19,SO49361,HL1010,15663,1,3
2021-02-19,SO49352,HL1013,17082,1,46
2021-02-19,SO49355,HL1018,14031,1,31
2021-02-19,SO49359,HL1001,14343,1,189
2021-02-20,SO49370,HL1018,23574,1,36
2021-02-20,SO49371,HL1008,26663,1,84
2021-02-20,SO49366,HL1008,23546,1,150
2021-02-20,SO49364,HL1009,23434,1,190
2021-02-20,SO49365,HL1019,23529,1,12
2021-02-20,SO49368,HL1023,15528,1,190
2021-02-20,SO49363,HL1002,14062,1,152
2021-02-20,SO49362,HL1019,12622,1,24
2021-02-20,SO49369,HL1021,15552,1,14
2021-02-20,SO49367,HL1008,27047,1,81
2021-02-21,SO49380,HL1005,15542,1,96
2021-02-21,SO49372,HL1015,15666,1,12
2021-02-21,SO49378,HL1006,27051,1,79
2021-02-21,SO49373,HL1017,17752,1,118
2021-02-21,SO49381,HL1019,15553,1,147
2021-02-21,SO49379,HL1001,27067,1,125
2021-02-21,SO49382,HL1001,25030,1,291
2021-02-21,SO49374,HL1013,20933,1,168
2021-02-21,SO49384,HL1017,29414,1,122
2021-02-21,SO49383,HL1011,25032,1,159
2021-02-21,SO49375,HL1006,12330,1,291
2021-02-21,SO49377,HL1015,23435,1,91
2021-02-21,SO49376,HL1002,14125,1,11
2021-02-22,SO49391,HL1001,13877,1,79
2021-02-22,SO49393,HL1021,23422,1,86
2021-02-22,SO49388,HL1023,12298,1,95
2021-02-22,SO49394,HL1009,23525,1,284
2021-02-22,SO49395,HL1014,23572,1,102
2021-02-22,SO49387,HL1001,17114,1,8
2021-02-22,SO49389,HL1009,20975,1,125
2021-02-22,SO49390,HL1019,19326,1,183
2021-02-22,SO49392,HL1024,14066,1,120
2021-02-22,SO49385,HL1020,17803,1,81
2021-02-22,SO49386,HL1003,17093,1,11
2021-02-23,SO49396,HL1024,23538,1,43
2021-02-23,SO49397,HL1001,15551,1,98
2021-02-23,SO49398,HL1010,26745,1,51
2021-02-24,SO49405,HL1007,21332,1,141
2021-02-24,SO49407,HL1003,14356,1,96
2021-02-24,SO49401,HL1022,17813,1,58
2021-02-24,SO49409,HL1003,13975,1,190
2021-02-24,SO49408,HL1018,15535,1,194
2021-02-24,SO49402,HL1015,12302,1,15
2021-02-24,SO49404,HL1021,23425,1,153
2021-02-24,SO49399,HL1007,15540,1,115
2021-02-24,SO49403,HL1018,12397,1,76
2021-02-24,SO49400,HL1023,17794,1,55
2021-02-24,SO49406,HL1005,27021,1,2
2021-02-25,SO49419,HL1004,23534,1,66
2021-02-25,SO49423,HL1001,26666,1,53
2021-02-25,SO49424,HL1001,26740,1,104
2021-02-25,SO49410,HL1019,17184,1,63
2021-02-25,SO49417,HL1015,12623,1,94
2021-02-25,SO49421,HL1023,23573,1,285
2021-02-25,SO49422,HL1019,23648,1,37
2021-02-25,SO49418,HL1001,14030,1,137
2021-02-25,SO49415,HL1001,17107,1,127
2021-02-25,SO49412,HL1008,16826,1,57
2021-02-25,SO49413,HL1008,17798,1,17
2021-02-25,SO49414,HL1005,17096,1,129
2021-02-25,SO49420,HL1024,14354,1,1
2021-02-25,SO49411,HL1024,15676,1,115
2021-02-25,SO49416,HL1015,20917,1,291
2021-02-26,SO49429,HL1012,14012,1,94
2021-02-26,SO49428,HL1005,13870,1,134
2021-02-26,SO49430,HL1001,15538,1,286
2021-02-26,SO49426,HL1020,20921,1,115
2021-02-26,SO49425,HL1019,15623,1,104
2021-02-26,SO49431,HL1008,15548,1,178
2021-02-26,SO49427,HL1005,19338,1,59
2021-02-27,SO49434,HL1024,14357,1,89
2021-02-27,SO49433,HL1003,23544,1,19
2021-02-27,SO49432,HL1006,17841,1,288
2021-02-28,SO49441,HL1008,27044,1,198
2021-02-28,SO49440,HL1018,14101,1,285
2021-02-28,SO49435,HL1001,17181,1,26
2021-02-28,SO49438,HL1009,14020,1,15
2021-02-28,SO49436,HL1002,20847,1,176
2021-02-28,SO49442,HL1006,15532,1,138
2021-02-28,SO49437,HL1007,19336,1,110
2021-02-28,SO49439,HL1017,14064,1,108
2021-03-01,SO49549,HL1023,19440,1,134
2021-03-01,SO49553,HL1017,14302,1,169
2021-03-01,SO49551,HL1021,21040,1,33
2021-03-01,SO49552,HL1015,12647,1,185
2021-03-01,SO49554,HL1015,15739,1,15
2021-03-01,SO49556,HL1009,26752,1,102
2021-03-01,SO49555,HL1001,25036,1,142
2021-03-01,SO49557,HL1007,26753,1,50
2021-03-02,SO49558,HL1018,19366,1,37
2021-03-02,SO49565,HL1007,21501,1,119
2021-03-02,SO49567,HL1002,12634,1,141
2021-03-02,SO49562,HL1001,14234,1,199
2021-03-02,SO49563,HL1015,27087,1,199
2021-03-02,SO49566,HL1021,15565,1,199
2021-03-02,SO49559,HL1015,26115,1,199
2021-03-02,SO49560,HL1005,13892,1,199
2021-03-02,SO49561,HL1024,14681,1,199
2021-03-02,SO49568,HL1001,24003,1,199
2021-03-03,SO49572,HL1009,27107,1,199
2021-03-03,SO49573,HL1023,24009,1,199
2021-03-03,SO49574,HL1021,26764,1,199
2021-03-03,SO49569,HL1010,16262,1,199
2021-03-03,SO49571,HL1013,14345,1,199
2021-03-03,SO49570,HL1024,14316,1,199
2021-03-04,SO49580,HL1021,14225,1,199
2021-03-04,SO49578,HL1012,19057,1,199
2021-03-04,SO49576,HL1009,17761,1,199
2021-03-04,SO49577,HL1005,17762,1,199
2021-03-04,SO49575,HL1001,15923,1,199
2021-03-04,SO49579,HL1003,14322,1,199
2021-03-05,SO49590,HL1023,21348,1,199
2021-03-05,SO49593,HL1018,15561,1,199
2021-03-05,SO49597,HL1015,24001,1,199
2021-03-05,SO49596,HL1008,23653,1,308
2021-03-05,SO49582,HL1024,17220,1,308
2021-03-05,SO49592,HL1007,15558,1,308
2021-03-05,SO49581,HL1015,17937,1,308
2021-03-05,SO49588,HL1018,14226,1,308
2021-03-05,SO49594,HL1023,24005,1,308
2021-03-05,SO49586,HL1018,12500,1,308
2021-03-05,SO49591,HL1005,27092,1,308
2021-03-05,SO49595,HL1023,25107,1,308
2021-03-05,SO49589,HL1017,14263,1,308
2021-03-05,SO49585,HL1007,12644,1,308
2021-03-05,SO49584,HL1001,13894,1,308
2021-03-05,SO49587,HL1020,14301,1,308
2021-03-05,SO49583,HL1023,16203,1,308
2021-03-06,SO49600,HL1020,14381,1,308
2021-03-06,SO49602,HL1019,15737,1,308
2021-03-06,SO49598,HL1007,15710,1,308
2021-03-06,SO49601,HL1015,14382,1,308
2021-03-06,SO49599,HL1011,15921,1,308
2021-03-06,SO49603,HL1013,23655,1,308
2021-03-07,SO49609,HL1009,14367,1,308
2021-03-07,SO49606,HL1005,21034,1,308
2021-03-07,SO49612,HL1001,21039,1,308
2021-03-07,SO49608,HL1018,14262,1,200
2021-03-07,SO49607,HL1006,12475,1,200
2021-03-07,SO49605,HL1023,19065,1,200
2021-03-07,SO49604,HL1018,17221,1,200
2021-03-07,SO49610,HL1012,27105,1,200
2021-03-07,SO49611,HL1008,15554,1,200
2021-03-08,SO49621,HL1008,14348,1,200
2021-03-08,SO49614,HL1009,20982,1,200
2021-03-08,SO49626,HL1005,23998,1,200
2021-03-08,SO49618,HL1009,14306,1,200
2021-03-08,SO49625,HL1021,25053,1,200
2021-03-08,SO49613,HL1010,16052,1,200
2021-03-08,SO49619,HL1003,14324,1,200
2021-03-08,SO49620,HL1024,14326,1,200
