Data da Venda,Ordem de Compra,SKU,ID Cliente,Qtd Vendida,ID Loja
2022-01-02,SO61335,HL163,19864,1,306
2022-01-02,SO61347,HL152,21816,2,306
2022-01-02,SO61347,HL164,21816,1,221
2022-01-02,SO61347,HL177,21816,1,205
2022-01-02,SO61323,HL5,17848,1,245
2022-01-02,SO61323,HL267,17848,1,263
2022-01-02,SO61331,HL167,11262,2,309
2022-01-02,SO61331,HL216,11262,2,309
2022-01-02,SO61331,HL227,11262,1,309
2022-01-02,SO61334,HL167,22239,2,309
2022-01-02,SO61334,HL223,22239,2,309
2022-01-02,SO61329,HL228,27065,3,309
2022-01-02,SO61329,HL217,27065,2,200
2022-01-02,SO61329,HL1,27065,1,306
2022-01-02,SO61348,HL217,23919,3,146
2022-01-02,SO61348,HL152,23919,2,44
2022-01-02,SO61348,HL228,23919,2,120
2022-01-02,SO61363,HL164,29201,2,231
2022-01-02,SO61363,HL166,29201,2,309
2022-01-02,SO61363,HL257,29201,1,307
2022-01-02,SO61344,HL215,17816,2,307
2022-01-02,SO61344,HL223,17816,2,307
2022-01-02,SO61344,HL167,17816,1,306
2022-01-02,SO61368,HL5,11904,1,200
2022-01-02,SO61368,HL263,11904,1,308
2022-01-02,SO61371,HL293,27515,1,308
2022-01-02,SO61357,HL223,14581,3,140
2022-01-02,SO61357,HL152,14581,2,7
2022-01-02,SO61357,HL215,14581,2,82
2022-01-02,SO61357,HL2,14581,1,47
2022-01-02,SO61357,HL274,14581,1,61
2022-01-02,SO61326,HL171,16422,3,21
2022-01-02,SO61326,HL89,16422,1,143
2022-01-02,SO61356,HL277,14580,1,100
2022-01-02,SO61354,HL6,12611,2,308
2022-01-02,SO61353,HL172,16717,2,272
2022-01-02,SO61353,HL1,16717,1,267
2022-01-02,SO61353,HL158,16717,1,201
2022-01-02,SO61338,HL215,16720,2,309
2022-01-02,SO61338,HL2,16720,1,20
2022-01-02,SO61336,HL169,19876,2,72
2022-01-02,SO61336,HL161,19876,1,1
2022-01-02,SO61341,HL172,16300,2,155
2022-01-02,SO61341,HL8,16300,1,167
2022-01-02,SO61321,HL154,14319,3,122
2022-01-02,SO61321,HL10,14319,1,164
2022-01-02,SO61350,HL1,11280,1,199
2022-01-02,SO61350,HL215,11280,1,200
2022-01-02,SO61350,HL224,11280,1,308
2022-01-02,SO61314,HL170,11211,1,254
2022-01-02,SO61346,HL164,16293,2,301
2022-01-02,SO61360,HL215,12041,2,301
2022-01-02,SO61360,HL5,12041,1,310
2022-01-02,SO61360,HL10,12041,1,309
2022-01-02,SO61360,HL76,12041,1,219
2022-01-02,SO61360,HL224,12041,1,199
2022-01-02,SO61317,HL172,17355,2,200
2022-01-02,SO61322,HL167,12371,3,200
2022-01-02,SO61322,HL170,12371,1,310
2022-01-02,SO61318,HL172,18492,2,236
2022-01-02,SO61318,HL2,18492,1,204
2022-01-02,SO61327,HL6,15684,2,200
2022-01-02,SO61327,HL1,15684,1,200
2022-01-02,SO61327,HL76,15684,1,199
2022-01-03,SO61400,HL215,14375,2,205
2022-01-03,SO61400,HL2,14375,1,306
2022-01-03,SO61386,HL167,27609,2,199
2022-01-03,SO61386,HL217,27609,2,199
2022-01-03,SO61386,HL228,27609,2,308
2022-01-03,SO61377,HL6,18199,2,206
2022-01-03,SO61373,HL165,11122,2,205
2022-01-03,SO61398,HL215,23368,1,203
2022-01-03,SO61420,HL6,13122,2,309
2022-01-03,SO61420,HL172,13122,2,309
2022-01-03,SO61420,HL78,13122,1,306
2022-01-03,SO61420,HL174,13122,1,31
2022-01-03,SO61419,HL94,24484,1,204
2022-01-03,SO61425,HL1,13050,1,211
2022-01-03,SO61425,HL266,13050,1,236
2022-01-03,SO61376,HL171,13613,2,218
2022-01-03,SO61413,HL164,11937,2,200
2022-01-03,SO61413,HL165,11937,2,200
2022-01-03,SO61413,HL78,11937,1,200
2022-01-03,SO61416,HL164,17184,3,200
2022-01-03,SO61416,HL166,17184,2,200
2022-01-03,SO61416,HL1,17184,1,200
2022-01-03,SO61416,HL260,17184,1,199
2022-01-03,SO61415,HL172,12782,2,199
2022-01-03,SO61415,HL6,12782,1,199
2022-01-03,SO61415,HL9,12782,1,199
2022-01-03,SO61415,HL75,12782,1,306
2022-01-03,SO61394,HL153,16948,3,306
2022-01-03,SO61394,HL165,16948,2,307
2022-01-03,SO61394,HL2,16948,1,307
2022-01-03,SO61394,HL8,16948,1,307
2022-01-03,SO61410,HL171,14648,2,307
2022-01-03,SO61410,HL172,14648,2,307
2022-01-03,SO61410,HL78,14648,1,309
2022-01-03,SO61379,HL216,16436,3,307
2022-01-03,SO61379,HL5,16436,1,307
2022-01-03,SO61379,HL89,16436,1,307
2022-01-03,SO61379,HL227,16436,1,307
2022-01-03,SO61372,HL171,12139,2,307
2022-01-03,SO61404,HL172,16314,3,310
2022-01-03,SO61404,HL9,16314,1,310
2022-01-03,SO61388,HL222,14265,3,257
2022-01-03,SO61388,HL167,14265,1,278
2022-01-03,SO61407,HL216,20974,3,276
2022-01-03,SO61407,HL167,20974,2,257
2022-01-03,SO61407,HL170,20974,1,302
2022-01-03,SO61380,HL167,15927,2,302
2022-01-03,SO61380,HL78,15927,1,300
2022-01-03,SO61380,HL224,15927,1,302
2022-01-03,SO61418,HL216,24585,2,293
2022-01-03,SO61418,HL226,24585,2,293
2022-01-03,SO61418,HL2,24585,1,278
2022-01-03,SO61418,HL93,24585,1,71
2022-01-03,SO61389,HL227,25194,1,153
2022-01-03,SO61409,HL215,15155,3,167
2022-01-03,SO61409,HL168,15155,2,33
2022-01-03,SO61409,HL172,15155,2,159
2022-01-03,SO61409,HL77,15155,1,85
2022-01-03,SO61409,HL224,15155,1,1
2022-01-03,SO61385,HL167,11262,2,43
2022-01-03,SO61385,HL171,11262,2,39
2022-01-03,SO61399,HL215,15939,2,130
2022-01-03,SO61399,HL2,15939,1,132
2022-01-03,SO61387,HL217,28253,3,79
2022-01-03,SO61387,HL6,28253,1,33
2022-01-03,SO61381,HL78,12623,1,170
2022-01-03,SO61381,HL224,12623,1,24
2022-01-03,SO61395,HL164,17699,2,185
2022-01-03,SO61395,HL171,17699,2,190
2022-01-03,SO61395,HL174,17699,1,185
2022-01-03,SO61427,HL293,27512,1,33
2022-01-03,SO61374,HL2,13046,1,195
2022-01-03,SO61382,HL164,15697,2,71
2022-01-03,SO61382,HL165,15697,2,285
2022-01-03,SO61382,HL172,15697,2,185
2022-01-03,SO61382,HL78,15697,1,153
2022-01-03,SO61391,HL217,16497,2,72
2022-01-03,SO61391,HL228,16497,2,172
2022-01-03,SO61401,HL6,20740,2,132
2022-01-03,SO61401,HL172,20740,2,167
2022-01-03,SO61401,HL7,20740,1,72
2022-01-03,SO61375,HL2,13150,1,156
2022-01-03,SO61383,HL172,14429,3,153
2022-01-03,SO61383,HL75,14429,1,33
2022-01-03,SO61383,HL174,14429,1,31
2022-01-03,SO61417,HL94,17734,1,121
2022-01-03,SO61397,HL164,25002,2,162
2022-01-03,SO61414,HL5,14449,1,16
2022-01-03,SO61414,HL74,14449,1,200
2022-01-03,SO61423,HL216,13559,2,200
2022-01-03,SO61423,HL225,13559,2,308
2022-01-03,SO61423,HL5,13559,1,199
2022-01-03,SO61423,HL293,13559,1,199
2022-01-03,SO61426,HL164,27500,2,199
2022-01-03,SO61426,HL166,27500,2,199
2022-01-03,SO61426,HL1,27500,1,199
2022-01-03,SO61426,HL293,27500,1,199
2022-01-03,SO61392,HL222,26687,2,24
2022-01-03,SO61406,HL215,21522,2,148
2022-01-03,SO61406,HL223,21522,2,96
2022-01-03,SO61406,HL2,21522,1,290
2022-01-03,SO61406,HL175,21522,1,290
2022-01-03,SO61412,HL6,12079,2,118
2022-01-03,SO61412,HL164,12079,2,139
2022-01-03,SO61412,HL165,12079,2,187
2022-01-03,SO61412,HL172,12079,2,176
2022-01-03,SO61412,HL78,12079,1,124
2022-01-03,SO61412,HL175,12079,1,109
2022-01-03,SO61412,HL224,12079,1,109
2022-01-03,SO61408,HL216,26915,2,59
2022-01-03,SO61408,HL174,26915,1,23
2022-01-03,SO61378,HL6,18270,2,88
2022-01-03,SO61396,HL164,25328,2,128
2022-01-03,SO61396,HL5,25328,1,99
2022-01-03,SO61396,HL10,25328,1,66
2022-01-03,SO61422,HL217,12986,2,154
2022-01-03,SO61422,HL5,12986,1,116
2022-01-03,SO61422,HL228,12986,1,127
2022-01-03,SO61422,HL250,12986,1,144
2022-01-03,SO61390,HL228,27458,2,91
2022-01-03,SO61390,HL5,27458,1,105
2022-01-03,SO61390,HL217,27458,1,80
2022-01-03,SO61384,HL216,11086,3,1
2022-01-03,SO61384,HL9,11086,1,29
2022-01-03,SO61402,HL154,14254,3,84
2022-01-03,SO61402,HL172,14254,2,101
2022-01-03,SO61402,HL5,14254,1,180
2022-01-03,SO61393,HL216,16085,3,92
2022-01-03,SO61393,HL1,16085,1,117
2022-01-03,SO61393,HL227,16085,1,181
2022-01-03,SO61424,HL5,22674,1,196
2022-01-03,SO61424,HL293,22674,1,194
2022-01-03,SO61405,HL171,16943,2,89
2022-01-03,SO61405,HL215,16943,2,149
2022-01-03,SO61405,HL222,16943,2,158
2022-01-03,SO61421,HL6,13284,2,37
2022-01-03,SO61421,HL263,13284,1,152
2022-01-03,SO61403,HL215,14942,2,128
2022-01-04,SO61460,HL215,15442,2,119
2022-01-04,SO61460,HL222,15442,2,117
2022-01-04,SO61460,HL160,15442,1,115
2022-01-04,SO61435,HL6,17250,2,150
2022-01-04,SO61435,HL175,17250,1,126
2022-01-04,SO61455,HL154,11215,2,54
2022-01-04,SO61455,HL161,11215,1,192
2022-01-04,SO61453,HL164,15572,2,91
2022-01-04,SO61453,HL165,15572,2,175
2022-01-04,SO61453,HL2,15572,1,148
2022-01-04,SO61475,HL5,13366,1,52
2022-01-04,SO61475,HL249,13366,1,39
2022-01-04,SO61436,HL164,16016,2,42
2022-01-04,SO61436,HL166,16016,2,28
2022-01-04,SO61436,HL217,16016,2,55
2022-01-04,SO61436,HL228,16016,2,104
2022-01-04,SO61469,HL247,16424,1,168
2022-01-04,SO61471,HL152,17730,2,98
2022-01-04,SO61471,HL216,17730,2,71
2022-01-04,SO61471,HL95,17730,1,145
2022-01-04,SO61471,HL226,17730,1,78
2022-01-04,SO61432,HL223,16710,3,50
2022-01-04,SO61432,HL167,16710,2,55
2022-01-04,SO61432,HL215,16710,2,116
2022-01-04,SO61446,HL152,16506,1,188
2022-01-04,SO61446,HL216,16506,1,146
2022-01-04,SO61446,HL227,16506,1,286
2022-01-04,SO61444,HL167,11125,2,141
2022-01-04,SO61444,HL215,11125,2,81
2022-01-04,SO61444,HL222,11125,2,2
2022-01-04,SO61452,HL167,13144,2,195
2022-01-04,SO61452,HL223,13144,2,2
2022-01-04,SO61458,HL167,25157,1,165
2022-01-04,SO61458,HL215,25157,1,120
2022-01-04,SO61464,HL172,13229,2,112
2022-01-04,SO61466,HL167,14464,3,9
2022-01-04,SO61466,HL74,14464,1,144
2022-01-04,SO61466,HL224,14464,1,136
2022-01-04,SO61478,HL168,20394,2,126
2022-01-04,SO61478,HL216,20394,2,140
2022-01-04,SO61478,HL226,20394,2,129
2022-01-04,SO61478,HL93,20394,1,186
2022-01-04,SO61445,HL167,18314,2,118
2022-01-04,SO61445,HL225,18314,2,146
2022-01-04,SO61442,HL78,15700,1,161
2022-01-04,SO61442,HL224,15700,1,142
2022-01-04,SO61454,HL164,14265,2,149
2022-01-04,SO61454,HL165,14265,2,194
2022-01-04,SO61454,HL174,14265,1,108
2022-01-04,SO61443,HL177,11078,1,116
2022-01-04,SO61433,HL167,16625,2,119
2022-01-04,SO61433,HL171,16625,2,57
2022-01-04,SO61433,HL215,16625,2,21
2022-01-04,SO61433,HL223,16625,2,78
2022-01-04,SO61465,HL6,19719,3,291
2022-01-04,SO61465,HL172,19719,2,138
2022-01-04,SO61465,HL5,19719,1,58
2022-01-04,SO61465,HL177,19719,1,24
2022-01-04,SO61465,HL285,19719,1,41
2022-01-04,SO61434,HL6,23646,2,88
2022-01-04,SO61434,HL164,23646,2,131
2022-01-04,SO61473,HL165,13135,2,191
2022-01-04,SO61473,HL76,13135,1,284
2022-01-04,SO61448,HL223,23561,2,286
2022-01-04,SO61430,HL2,11253,1,25
2022-01-04,SO61472,HL167,13123,2,25
2022-01-04,SO61472,HL76,13123,1,163
2022-01-04,SO61474,HL256,29221,1,5
2022-01-04,SO61429,HL216,20616,2,73
2022-01-04,SO61429,HL1,20616,1,180
2022-01-04,SO61429,HL86,20616,1,179
2022-01-04,SO61429,HL227,20616,1,61
2022-01-04,SO61459,HL215,14536,2,8
2022-01-04,SO61459,HL159,14536,1,142
2022-01-04,SO61428,HL167,20615,2,34
2022-01-04,SO61428,HL216,20615,2,185
2022-01-04,SO61428,HL90,20615,1,287
2022-01-04,SO61428,HL227,20615,1,23
2022-01-04,SO61439,HL7,21071,1,11
2022-01-04,SO61439,HL267,21071,1,83
2022-01-04,SO61461,HL152,12444,2,110
2022-01-04,SO61461,HL215,12444,2,104
2022-01-04,SO61461,HL10,12444,1,61
2022-01-04,SO61461,HL224,12444,1,179
2022-01-04,SO61450,HL167,22775,2,198
2022-01-04,SO61450,HL215,22775,2,64
2022-01-04,SO61450,HL223,22775,1,81
2022-01-04,SO61470,HL228,13600,3,129
2022-01-04,SO61470,HL6,13600,2,146
2022-01-04,SO61470,HL217,13600,2,4
2022-01-04,SO61470,HL1,13600,1,69
2022-01-04,SO61470,HL249,13600,1,25
2022-01-04,SO61438,HL176,25444,1,64
2022-01-04,SO61438,HL268,25444,1,134
2022-01-04,SO61440,HL7,14140,1,287
2022-01-04,SO61440,HL276,14140,1,129
2022-01-04,SO61481,HL274,17233,1,184
2022-01-04,SO61476,HL167,23217,2,100
2022-01-04,SO61476,HL225,23217,2,68
2022-01-04,SO61476,HL291,23217,1,182
2022-01-04,SO61451,HL215,11642,2,84
2022-01-04,SO61451,HL223,11642,2,89
2022-01-04,SO61451,HL5,11642,1,73
2022-01-04,SO61451,HL10,11642,1,60
2022-01-04,SO61451,HL152,11642,1,173
2022-01-04,SO61479,HL6,17567,2,197
2022-01-04,SO61479,HL267,17567,1,28
2022-01-04,SO61463,HL224,11860,1,168
2022-01-04,SO61437,HL153,17896,2,87
2022-01-04,SO61437,HL165,17896,2,52
2022-01-04,SO61437,HL172,17896,2,192
2022-01-04,SO61437,HL164,17896,1,59
2022-01-04,SO61437,HL284,17896,1,192
2022-01-04,SO61431,HL216,14233,2,183
2022-01-04,SO61431,HL226,14233,2,47
2022-01-04,SO61441,HL154,15923,2,45
2022-01-04,SO61441,HL164,15923,2,193
2022-01-04,SO61441,HL165,15923,2,37
2022-01-04,SO61441,HL74,15923,1,142
2022-01-04,SO61449,HL216,11331,2,136
2022-01-04,SO61449,HL227,11331,1,121
2022-01-04,SO61456,HL159,16986,1,54
2022-01-04,SO61456,HL164,16986,1,152
2022-01-04,SO61467,HL171,27006,2,6
2022-01-04,SO61467,HL272,27006,1,171
2022-01-04,SO61457,HL167,15516,2,49
2022-01-04,SO61457,HL215,15516,2,101
2022-01-04,SO61477,HL164,19987,2,95
2022-01-04,SO61477,HL94,19987,1,286
2022-01-04,SO61477,HL166,19987,1,91
2022-01-04,SO61477,HL174,19987,1,21
2022-01-04,SO61468,HL2,27118,1,152
2022-01-04,SO61468,HL253,27118,1,122
2022-01-04,SO61447,HL223,12203,3,35
2022-01-04,SO61447,HL168,12203,2,43
2022-01-04,SO61447,HL215,12203,2,155
2022-01-04,SO61462,HL167,14760,2,137
2022-01-04,SO61462,HL224,14760,1,13
2022-01-05,SO61522,HL178,23423,1,44
2022-01-05,SO61522,HL270,23423,1,94
2022-01-05,SO61501,HL2,24961,1,47
2022-01-05,SO61501,HL216,24961,1,176
2022-01-05,SO61501,HL227,24961,1,160
2022-01-05,SO61535,HL166,22733,2,61
2022-01-05,SO61535,HL291,22733,1,160
2022-01-05,SO61508,HL215,19082,2,145
2022-01-05,SO61508,HL2,19082,1,69
2022-01-05,SO61518,HL215,11235,2,54
2022-01-05,SO61518,HL5,11235,1,194
2022-01-05,SO61518,HL224,11235,1,145
2022-01-05,SO61528,HL1,24957,1,67
2022-01-05,SO61528,HL257,24957,1,103
2022-01-05,SO61513,HL216,22701,2,58
2022-01-05,SO61513,HL178,22701,1,183
2022-01-05,SO61529,HL169,23829,2,112
2022-01-05,SO61529,HL265,23829,1,110
2022-01-05,SO61493,HL176,11667,1,52
2022-01-05,SO61531,HL164,18476,2,99
2022-01-05,SO61531,HL166,18476,2,95
2022-01-05,SO61531,HL171,18476,2,184
2022-01-05,SO61531,HL174,18476,1,13
2022-01-05,SO61531,HL293,18476,1,164
2022-01-05,SO61499,HL154,11277,3,161
2022-01-05,SO61499,HL172,11277,2,103
2022-01-05,SO61499,HL215,11277,2,102
2022-01-05,SO61499,HL222,11277,2,191
2022-01-05,SO61499,HL2,11277,1,158
2022-01-05,SO61524,HL226,25213,2,13
2022-01-05,SO61524,HL5,25213,1,75
2022-01-05,SO61524,HL94,25213,1,86
2022-01-05,SO61524,HL216,25213,1,41
2022-01-05,SO61486,HL164,29188,2,77
2022-01-05,SO61486,HL165,29188,2,113
2022-01-05,SO61486,HL174,29188,1,83
2022-01-05,SO61502,HL215,18449,2,20
2022-01-05,SO61502,HL223,18449,2,32
2022-01-05,SO61502,HL5,18449,1,291
2022-01-05,SO61484,HL164,22941,2,27
2022-01-05,SO61484,HL178,22941,1,194
2022-01-05,SO61536,HL8,17521,1,89
2022-01-05,SO61536,HL267,17521,1,37
2022-01-05,SO61523,HL154,20609,2,2
2022-01-05,SO61523,HL216,20609,2,3
2022-01-05,SO61523,HL1,20609,1,94
2022-01-05,SO61523,HL87,20609,1,284
2022-01-05,SO61523,HL227,20609,1,291
2022-01-05,SO61489,HL167,13561,2,55
2022-01-05,SO61489,HL172,13561,2,183
2022-01-05,SO61489,HL74,13561,1,62
2022-01-05,SO61514,HL225,25541,2,101
2022-01-05,SO61498,HL167,28232,2,199
2022-01-05,SO61498,HL225,28232,2,199
2022-01-05,SO61498,HL170,28232,1,199
2022-01-05,SO61509,HL167,21533,3,199
2022-01-05,SO61509,HL171,21533,2,199
2022-01-05,SO61509,HL215,21533,2,199
2022-01-05,SO61509,HL222,21533,2,199
2022-01-05,SO61519,HL172,12180,2,199
2022-01-05,SO61519,HL5,12180,1,199
2022-01-05,SO61519,HL78,12180,1,199
2022-01-05,SO61530,HL1,26200,1,199
2022-01-05,SO61530,HL292,26200,1,199
2022-01-05,SO61516,HL167,17186,2,199
2022-01-05,SO61516,HL217,17186,1,199
2022-01-05,SO61512,HL216,28570,2,199
2022-01-05,SO61512,HL159,28570,1,199
2022-01-05,SO61537,HL164,24100,2,308
2022-01-05,SO61537,HL1,24100,1,308
2022-01-05,SO61537,HL93,24100,1,308
2022-01-05,SO61537,HL166,24100,1,308
2022-01-05,SO61525,HL164,13650,2,308
2022-01-05,SO61525,HL165,13650,2,308
2022-01-05,SO61525,HL75,13650,1,308
2022-01-05,SO61507,HL164,23554,1,308
2022-01-05,SO61510,HL216,20133,2,308
2022-01-05,SO61510,HL226,20133,1,308
2022-01-05,SO61520,HL172,12078,2,308
2022-01-05,SO61520,HL75,12078,1,308
2022-01-05,SO61520,HL174,12078,1,308
2022-01-05,SO61527,HL2,23731,1,308
2022-01-05,SO61527,HL265,23731,1,308
2022-01-05,SO61521,HL152,15490,2,308
2022-01-05,SO61521,HL215,15490,2,308
2022-01-05,SO61521,HL2,15490,1,308
2022-01-05,SO61521,HL78,15490,1,308
2022-01-05,SO61521,HL224,15490,1,308
2022-01-05,SO61504,HL152,14574,2,308
2022-01-05,SO61504,HL164,14574,2,308
2022-01-05,SO61504,HL165,14574,2,308
2022-01-05,SO61504,HL5,14574,1,200
2022-01-05,SO61500,HL169,23689,2,200
2022-01-05,SO61500,HL215,23689,2,200
2022-01-05,SO61500,HL223,23689,2,200
2022-01-05,SO61491,HL215,15086,3,200
